S/N,Order #,Tracking #,AWB,Carrier,Company,Order Sources,Creation Date,Pending Since,Delivery Date
"2203",="2601153XBW8H49","CLL3MNE115654942 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2204",="2601153XGNTKKK","CLL3ARA115654948 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2205",="2601153Y2D93GF","CLL3MNE115654953","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2206",="2601153XAHD6QQ","CLL3MNE115654961","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2207",="2601153XV34KY9","CLL3LGM115654967","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2208",="2601153Y380V35","CLL3MNE115654969","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2209",="2601153Y5WSFGV","CLL3ARA115654971","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2210",="2601153XGPSW1J","CLL3MNE115654975 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2211",="2601153XH716C3","CLL3MNE115654978 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2212",="2601153XK7T6EE","CLL3MNE115654979 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2213",="2601153XHP8H02","CLL3MNE115654983 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2214",="2601153XJ6EYKB","CLL3MNE115654984 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2215",="2601153X1EFYQU","CLL3MNE115654987","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2216",="2601153XF9XX8V","CLL3MNE115654988 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2217",="2601153XFT6J70","CLL3LGM115654989 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2218",="2601153Y3EPEAM","CLL3MNE115654990","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2219",="2601153XJGY3P2","CLL3MNE115654992 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2220",="2601153XMX5TDN","CLL3MNE115654993 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2221",="2601153Y5XRKCH","CLL3LGM115654995","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mentholatum Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2222",="2601153Y6GW7CP","CLL3MNE115654998","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2223",="2601153XH451MY","CLL3MNE115655003 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2224",="2601153XKM7NXA","CLL3MNE115655006 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2225",="2601153XFYXPVQ","CLL3MNE115655011 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2226",="2601153XMW8WDH","CLL3MNE115655015 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2227",="2601153XG5K442","CLL3MNE115655028 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2228",="582122819289121979","CLL3ARA115655042 $","","J&T Express","ARLA PH","Tiktok Philippines (Arla Tiktok)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2229",="2601153XQK23PA","CLL3MNE115655051 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2230",="2601153XQPWTKQ","CLL3ARA115655052 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2231",="2601153XR1C4FQ","CLL3MNE115655060 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2232",="2601153XQH786G","CLL3MNE115655069 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2233",="2601153Y6X7J3C","CLL3MNE115655070","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2234",="2601153Y95QYSD","CLL3MNE115655072","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2235",="2601153XRYVHVD","CLL3ARA115655074 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2236",="2601153XRS6Y4Y","CLL3ARA115655083 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2237",="2601153XQJ449S","CLL3MNE115655085 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2238",="2601153XSD9393","CLL3ARA115655091 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2239",="2601153XPYYTHT","CLL3LGM115655098 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2240",="2601153YCDQF2G","CLL3ARA115655099","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2241",="2601153XTNB04Q","CLL3MNE115655100 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2242",="2601153XXTV84T","CLL3MNE115655111 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2243",="2601153XYDWYVQ","CLL3ARA115655112 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2244",="2601153YC9X5H7","CLL3TBY115655118","","SPX Express","The Body Shop","Shopee Philippines (The Body Shop Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2245",="2601153XUTGJWX","CLL3MNE115655120 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2246",="1064970268696759","CLL3ARA115655121","","LEX PH","ARLA PH","Lazada Philippines (Arla Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2247",="582123254730950322","CLL3ARA115655122 $","","J&T Express","ARLA PH","Tiktok Philippines (Arla Tiktok)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2248",="1073334346294940","CLL3ARA115655123 $","","LEX PH","ARLA PH","Lazada Philippines (Arla Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2249",="2601153YEUVGRA","CLL3MNE115655137","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2250",="2601153XYHRP9C","CLL3MNE115655138 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2251",="582122883526264797","CLL3LGM115655143 $","","J&T Express","LAGUNA MAIN COMPANY","Tiktok Philippines (Mentholatum Tiktok)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2252",="582123216899966013","CLL3LGM115655144 $","","J&T Express","LAGUNA MAIN COMPANY","Tiktok Philippines (Mentholatum Tiktok)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2253",="1073329368692928","CLL3LGM115655146 $","","LEX","LAGUNA MAIN COMPANY","Lazada Philippines (Mc Cormick Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2254",="582122937476547614","CLL3LGM115655147 $","","J&T Express","LAGUNA MAIN COMPANY","Tiktok Philippines (Mccormick Tiktok)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2255",="2601153XWSEXFN","CLL3MNE115655159 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2256",="1064974639322783","CLL3MNE115655184","","LEX PH","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2257",="2601153XYJN0JD","CLL3MNE115655193 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2258",="2601153XUY8EY3","CLL3MNE115655195 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2259",="2601153XU5JCUT","CLL3MNE115655197 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2260",="2601153YGM7DQ1","CLL3ARA115655214","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2261",="2601153YEQ3E2R","CLL3MNE115655213","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2262",="2601142315Q25B","CLL3LGM115655252","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Columbia Candies Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2263",="1064972461221786","CLL3ARA115655304","","LEX PH","ARLA PH","Lazada Philippines (Arla Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2264",="1073332163260003","CLL3LGM115655305 $","","LEX","LAGUNA MAIN COMPANY","Lazada Philippines (Mc Cormick Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2265",="1064973846377722","CLL3MNE115655306 $","","LEX","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2266",="1073332576777722","CLL3MNE115655307 $","","LEX","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2267",="1073336346816655","CLL3MNE115655308","","LEX PH","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2268",="1064975248216655","CLL3MNE115655309","","LEX PH","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2269",="1064979415739310","CLL3MNE115655310 $","","LEX","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2270",="2601153YMJ2YU4","CLL3ARA115655321","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2271",="2601153YMRPYN2","CLL3ARA115655322","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2272",="2601153Y3KDWG6","CLL3MNE115655324 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2273",="2601153YMBBYQ4","CLL3MNE115655325","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2274",="2601153YJG7V4T","CLL3MNE115655330","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2275",="2601153YMMVR5Y","CLL3ARA115655331","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2276",="2601153Y5BQ8XK","CLL3MNE115655345 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2277",="2601153Y4JX36V","CLL3ARA115655348 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2278",="2601153Y2AD1A4","CLL3MNE115655347 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2279",="2601153S83TPNN","CLL3LGM115655351","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mentholatum Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2280",="2601153Y1NEAKS","CLL3MNE115655353 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2281",="2601153YKHN1XW","CLL3MNE115655358","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2282",="2601153Y165M2Q","CLL3MNE115655378 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2283",="2601153Y19YUYH","CLL3MNE115655383 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2284",="2601153YSM55UD","CLL3ARA115655392","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2285",="2601153YU6RX53","CLL3MNE115655396","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2286",="2601153YTC1YFM","CLL3ARA115655399","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2287",="2601153YU8KB7R","CLL3MNE115655404","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2288",="2601153YTGSPSC","CLL3ARA115655413","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2289",="1064975839860082","CLL3MNE115655418 $","","LEX","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2290",="1073336542777722","CLL3MNE115655419 $","","LEX","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2291",="2601153YPRM1XC","CLL3MNE115655422","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2292",="2601153YQQ3U9M","CLL3ARA115655427","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2293",="1073332989408728","CLL3MNE115655432","","LEX PH","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2294",="2601153YS8PTUB","CLL3LGM115655436","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mentholatum Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2295",="2601153Y712ACA","CLL3MNE115655441 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2296",="2601153Y63JFSP","CLL3MNE115655449 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2297",="2601153YU01FS6","CLL3ARA115655458","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2298",="2601153YAAWCQP","CLL3ARA115655463 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2299",="2601153Y6E0WRA","CLL3MNE115655465 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2300",="2601153YRPMR99","CLL3LGM115655468","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mentholatum Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2301",="2601153YB1TWBT","CLL3ARA115655469 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2302",="2601153YS7SEHA","CLL3LGM115655474","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mentholatum Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2303",="26011540053142","CLL3ARA115655479","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2304",="2601153YESYM2J","CLL3MNE115655483 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2305",="2601153YEHEP8J","CLL3ARA115655486 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2306",="2601153YE9RKHF","CLL3MNE115655487 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2307",="2601153YC7Y9S1","CLL3MNE115655495 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2308",="2601153YWADDF1","CLL3LGM115655497","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2309",="260115400162EF","CLL3LGM115655502","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mentholatum Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2310",="2601153YD1S5WY","CLL3MNE115655505 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2311",="2601153YW2S7ND","CLL3MNE115655506","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2312",="260115401MQ8G1","CLL3LGM115655511","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2313",="260115400R3A0F","CLL3MNE115655512","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2314",="2601153YGP1S58","CLL3LGM115655513 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mentholatum Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2315",="260115400FGXPA","CLL3ARA115655520","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
"2316",="2601153YC7192U","CLL3MNE115655524 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","2 hrs ago","16 Jan, 2026 11AM - 8PM"
